van_ban_tong_hop,Adaptivity Level
Tuổi: 16-20 Giới tính: Girl Trình độ: University Cơ sở: Non Government Sinh viên CNTT: Yes Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Computer,Moderate
Tuổi: 11-15 Giới tính: Boy Trình độ: School Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Moderate
Tuổi: 11-15 Giới tính: Girl Trình độ: School Cơ sở: Government Sinh viên CNTT: No Vị trí: No Tình trạng điện: High Tình trạng tài chính: Poor Loại internet: Mobile Data Loại mạng: 2G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 21-25 Giới tính: Boy Trình độ: University Cơ sở: Non Government Sinh viên CNTT: Yes Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: Yes Thiết bị: Mobile,Moderate
Tuổi: 16-20 Giới tính: Boy Trình độ: College Cơ sở: Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 11-15 Giới tính: Boy Trình độ: School Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 0 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 11-15 Giới tính: Girl Trình độ: School Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Computer,Moderate
Tuổi: 16-20 Giới tính: Girl Trình độ: College Cơ sở: Non Government Sinh viên CNTT: No Vị trí: No Tình trạng điện: High Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 0 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 11-15 Giới tính: Boy Trình độ: School Cơ sở: Non Government Sinh viên CNTT: Yes Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Moderate
Tuổi: 1-5 Giới tính: Girl Trình độ: School Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Poor Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Moderate
Tuổi: 11-15 Giới tính: Boy Trình độ: School Cơ sở: Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Computer,Moderate
Tuổi: 11-15 Giới tính: Girl Trình độ: School Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Moderate
Tuổi: 11-15 Giới tính: Girl Trình độ: School Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Computer,Moderate
Tuổi: 21-25 Giới tính: Boy Trình độ: University Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 3-6 Hệ thống tự học: No Thiết bị: Tab,Moderate
Tuổi: 21-25 Giới tính: Girl Trình độ: University Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 3G Thời lượng lớp: 1-3 Hệ thống tự học: Yes Thiết bị: Mobile,High
Tuổi: 6-10 Giới tính: Boy Trình độ: School Cơ sở: Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 4G Thời lượng lớp: 0 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 16-20 Giới tính: Girl Trình độ: College Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 11-15 Giới tính: Boy Trình độ: School Cơ sở: Government Sinh viên CNTT: No Vị trí: No Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 0 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 21-25 Giới tính: Boy Trình độ: University Cơ sở: Non Government Sinh viên CNTT: Yes Vị trí: Yes Tình trạng điện: High Tình trạng tài chính: Poor Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 1-3 Hệ thống tự học: Yes Thiết bị: Mobile,Moderate
Tuổi: 16-20 Giới tính: Girl Trình độ: College Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 3-6 Hệ thống tự học: No Thiết bị: Mobile,Moderate
Tuổi: 21-25 Giới tính: Boy Trình độ: University Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 3-6 Hệ thống tự học: Yes Thiết bị: Computer,Moderate
Tuổi: 26-30 Giới tính: Boy Trình độ: University Cơ sở: Government Sinh viên CNTT: Yes Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 0 Hệ thống tự học: No Thiết bị: Computer,Low
Tuổi: 21-25 Giới tính: Boy Trình độ: University Cơ sở: Non Government Sinh viên CNTT: Yes Vị trí: Yes Tình trạng điện: High Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 3-6 Hệ thống tự học: Yes Thiết bị: Computer,Low
Tuổi: 16-20 Giới tính: Boy Trình độ: College Cơ sở: Government Sinh viên CNTT: No Vị trí: No Tình trạng điện: High Tình trạng tài chính: Poor Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Moderate
Tuổi: 21-25 Giới tính: Girl Trình độ: University Cơ sở: Non Government Sinh viên CNTT: Yes Vị trí: No Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 1-3 Hệ thống tự học: Yes Thiết bị: Mobile,Moderate
Tuổi: 16-20 Giới tính: Girl Trình độ: College Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: High Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 3-6 Hệ thống tự học: No Thiết bị: Computer,Moderate
Tuổi: 16-20 Giới tính: Girl Trình độ: School Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 11-15 Giới tính: Boy Trình độ: School Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Moderate
Tuổi: 11-15 Giới tính: Boy Trình độ: School Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Moderate
Tuổi: 16-20 Giới tính: Girl Trình độ: University Cơ sở: Non Government Sinh viên CNTT: Yes Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: Yes Thiết bị: Computer,Moderate
Tuổi: 11-15 Giới tính: Girl Trình độ: School Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Poor Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 21-25 Giới tính: Girl Trình độ: University Cơ sở: Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 16-20 Giới tính: Boy Trình độ: College Cơ sở: Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 3-6 Hệ thống tự học: No Thiết bị: Mobile,Moderate
Tuổi: 11-15 Giới tính: Girl Trình độ: School Cơ sở: Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 21-25 Giới tính: Boy Trình độ: University Cơ sở: Non Government Sinh viên CNTT: Yes Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Rich Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: Yes Thiết bị: Computer,High
Tuổi: 21-25 Giới tính: Girl Trình độ: University Cơ sở: Non Government Sinh viên CNTT: Yes Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 3G Thời lượng lớp: 3-6 Hệ thống tự học: Yes Thiết bị: Mobile,Moderate
Tuổi: 21-25 Giới tính: Boy Trình độ: University Cơ sở: Government Sinh viên CNTT: Yes Vị trí: No Tình trạng điện: High Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 21-25 Giới tính: Boy Trình độ: University Cơ sở: Non Government Sinh viên CNTT: Yes Vị trí: No Tình trạng điện: High Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 3-6 Hệ thống tự học: Yes Thiết bị: Mobile,High
Tuổi: 16-20 Giới tính: Boy Trình độ: College Cơ sở: Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Poor Loại internet: Mobile Data Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 21-25 Giới tính: Boy Trình độ: University Cơ sở: Non Government Sinh viên CNTT: Yes Vị trí: Yes Tình trạng điện: High Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 3-6 Hệ thống tự học: Yes Thiết bị: Mobile,Moderate
Tuổi: 21-25 Giới tính: Boy Trình độ: University Cơ sở: Government Sinh viên CNTT: Yes Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 3-6 Hệ thống tự học: No Thiết bị: Computer,Low
Tuổi: 16-20 Giới tính: Girl Trình độ: School Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Poor Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 0 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 21-25 Giới tính: Girl Trình độ: University Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Moderate
Tuổi: 1-5 Giới tính: Girl Trình độ: School Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Poor Loại internet: Mobile Data Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Moderate
Tuổi: 11-15 Giới tính: Girl Trình độ: School Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Moderate
Tuổi: 11-15 Giới tính: Girl Trình độ: School Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Poor Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 21-25 Giới tính: Boy Trình độ: University Cơ sở: Non Government Sinh viên CNTT: Yes Vị trí: Yes Tình trạng điện: High Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 3-6 Hệ thống tự học: Yes Thiết bị: Mobile,Moderate
Tuổi: 11-15 Giới tính: Girl Trình độ: School Cơ sở: Non Government Sinh viên CNTT: Yes Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Moderate
Tuổi: 16-20 Giới tính: Girl Trình độ: College Cơ sở: Non Government Sinh viên CNTT: No Vị trí: No Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Moderate
Tuổi: 21-25 Giới tính: Boy Trình độ: University Cơ sở: Government Sinh viên CNTT: No Vị trí: No Tình trạng điện: Low Tình trạng tài chính: Poor Loại internet: Mobile Data Loại mạng: 3G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 21-25 Giới tính: Boy Trình độ: University Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 3-6 Hệ thống tự học: No Thiết bị: Computer,Moderate
Tuổi: 21-25 Giới tính: Boy Trình độ: University Cơ sở: Non Government Sinh viên CNTT: Yes Vị trí: Yes Tình trạng điện: High Tình trạng tài chính: Poor Loại internet: Wifi Loại mạng: 3G Thời lượng lớp: 3-6 Hệ thống tự học: No Thiết bị: Computer,Moderate
Tuổi: 11-15 Giới tính: Boy Trình độ: School Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 0 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 21-25 Giới tính: Girl Trình độ: University Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: High Tình trạng tài chính: Poor Loại internet: Wifi Loại mạng: 4G Thời lượng lớp: 3-6 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 21-25 Giới tính: Girl Trình độ: University Cơ sở: Government Sinh viên CNTT: No Vị trí: No Tình trạng điện: Low Tình trạng tài chính: Mid Loại internet: Mobile Data Loại mạng: 2G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Low
Tuổi: 1-5 Giới tính: Girl Trình độ: School Cơ sở: Non Government Sinh viên CNTT: No Vị trí: Yes Tình trạng điện: Low Tình trạng tài chính: Poor Loại internet: Mobile Data Loại mạng: 4G Thời lượng lớp: 1-3 Hệ thống tự học: No Thiết bị: Mobile,Moderate
